Spectrum Name:	
Description:	
Student ID:	
Detector Used:	
Comments:	
Acquisition Mode:	PHA Amp.
High Voltage:	650
Conversion Gain:	1024
Coarse Gain:	8
Fine Gain:	1
ULD:	100.4%
LLD:	0.2%
Calibration Coefficients:	12.4706	2.36246	0.00078468
Channels used to calibrate:	198	463	622
Energies used to calibrate:	511	1274.5	1785.5
Real Time Elapsed:	119.15
Live Time Elapsed:	8.05
Start Time:	22/03/2017 14:39:12
Stop Time:	22/03/2017 14:41:12

ROIs:
Number	Low	High	Gross	Net	FWHM	Centroid
0	53	105	56769	7894	22.5151	80.5866
1	209	299	82884	72343	32.1363	253.067

Data:
0	46435
1	4339
2	2323
3	1227
4	1362
5	1849
6	2865
7	4605
8	6881
9	8173
10	8153
11	6793
12	4927
13	3459
14	2483
15	2666
16	2323
17	2723
18	2262
19	987
20	962
21	1033
22	1000
23	2841
24	17915
25	4249
26	1497
27	1509
28	1418
29	1335
30	1318
31	1281
32	1182
33	1141
34	1109
35	1042
36	963
37	954
38	939
39	899
40	828
41	901
42	885
43	850
44	850
45	914
46	850
47	887
48	889
49	863
50	877
51	928
52	898
53	858
54	882
55	917
56	878
57	851
58	897
59	943
60	887
61	953
62	933
63	910
64	938
65	947
66	977
67	939
68	1004
69	1034
70	1021
71	1124
72	1183
73	1112
74	1199
75	1198
76	1183
77	1212
78	1308
79	1271
80	1275
81	1260
82	1283
83	1216
84	1206
85	1259
86	1152
87	1229
88	1221
89	1205
90	1124
91	1152
92	1109
93	1080
94	1136
95	1079
96	1126
97	1080
98	1022
99	998
100	1034
101	1011
102	993
103	1034
104	977
105	949
106	969
107	922
108	934
109	893
110	896
111	901
112	869
113	884
114	868
115	874
116	845
117	879
118	781
119	844
120	821
121	844
122	820
123	799
124	800
125	766
126	756
127	777
128	750
129	774
130	814
131	740
132	753
133	728
134	711
135	734
136	783
137	728
138	725
139	717
140	716
141	724
142	722
143	747
144	718
145	701
146	703
147	762
148	718
149	750
150	694
151	691
152	677
153	732
154	677
155	712
156	717
157	716
158	682
159	692
160	690
161	706
162	697
163	699
164	692
165	694
166	733
167	703
168	741
169	740
170	674
171	738
172	686
173	715
174	665
175	707
176	653
177	658
178	658
179	621
180	596
181	630
182	591
183	607
184	524
185	512
186	474
187	417
188	460
189	402
190	371
191	324
192	346
193	353
194	323
195	296
196	288
197	236
198	228
199	225
200	222
201	232
202	221
203	241
204	185
205	215
206	171
207	197
208	215
209	218
210	224
211	212
212	239
213	234
214	243
215	253
216	264
217	262
218	290
219	296
220	355
221	365
222	418
223	453
224	437
225	451
226	497
227	596
228	611
229	664
230	778
231	808
232	838
233	967
234	998
235	1006
236	1086
237	1215
238	1321
239	1449
240	1555
241	1541
242	1730
243	1784
244	1955
245	1979
246	1954
247	2132
248	2242
249	2128
250	2232
251	2315
252	2334
253	2430
254	2378
255	2425
256	2197
257	2230
258	2260
259	2076
260	2011
261	2024
262	1885
263	1820
264	1647
265	1496
266	1508
267	1288
268	1282
269	1057
270	1034
271	844
272	777
273	719
274	586
275	479
276	420
277	369
278	287
279	240
280	190
281	176
282	143
283	94
284	98
285	89
286	76
287	64
288	39
289	31
290	33
291	27
292	16
293	18
294	15
295	20
296	19
297	12
298	13
299	13
300	12
301	10
302	13
303	13
304	5
305	17
306	19
307	12
308	15
309	10
310	14
311	12
312	10
313	4
314	14
315	14
316	14
317	12
318	14
319	6
320	8
321	14
322	7
323	12
324	15
325	14
326	13
327	12
328	10
329	11
330	11
331	5
332	13
333	17
334	13
335	9
336	9
337	11
338	7
339	14
340	9
341	7
342	11
343	10
344	8
345	8
346	14
347	9
348	6
349	8
350	15
351	12
352	11
353	9
354	12
355	8
356	9
357	5
358	5
359	6
360	9
361	9
362	12
363	9
364	6
365	11
366	7
367	15
368	6
369	4
370	7
371	10
372	10
373	7
374	2
375	8
376	6
377	12
378	6
379	6
380	8
381	11
382	6
383	10
384	4
385	2
386	10
387	9
388	7
389	6
390	6
391	9
392	11
393	5
394	5
395	6
396	5
397	1
398	5
399	8
400	9
401	3
402	5
403	6
404	5
405	5
406	6
407	7
408	4
409	3
410	6
411	8
412	8
413	9
414	7
415	5
416	7
417	9
