Spectrum Name:	
Description:	
Student ID:	
Detector Used:	
Comments:	
Acquisition Mode:	PHA Amp.
High Voltage:	650
Conversion Gain:	1024
Coarse Gain:	8
Fine Gain:	1
ULD:	100.4%
LLD:	0.2%
Calibration Coefficients:	12.4706	2.36246	0.00078468
Channels used to calibrate:	198	463	622
Energies used to calibrate:	511	1274.5	1785.5
Real Time Elapsed:	165.18
Live Time Elapsed:	10.5
Start Time:	22/03/2017 14:17:00
Stop Time:	22/03/2017 14:19:45

ROIs:
Number	Low	High	Gross	Net	FWHM	Centroid
0	54	110	78801	11266	27.8887	81.6076
1	211	293	107033	94127	31.528	251.623

Data:
0	62546
1	5752
2	3156
3	1593
4	1865
5	2396
6	3931
7	6198
8	8832
9	10593
10	10448
11	8693
12	6248
13	4286
14	3163
15	3462
16	2973
17	3742
18	2784
19	1325
20	1308
21	1350
22	1522
23	4458
24	24173
25	3513
26	2035
27	1851
28	1798
29	1741
30	1664
31	1594
32	1518
33	1442
34	1418
35	1297
36	1253
37	1228
38	1239
39	1186
40	1186
41	1225
42	1193
43	1191
44	1168
45	1174
46	1181
47	1138
48	1190
49	1245
50	1219
51	1168
52	1191
53	1168
54	1238
55	1119
56	1219
57	1242
58	1181
59	1173
60	1289
61	1192
62	1228
63	1177
64	1244
65	1251
66	1294
67	1292
68	1350
69	1347
70	1370
71	1390
72	1448
73	1545
74	1486
75	1567
76	1549
77	1602
78	1636
79	1551
80	1544
81	1640
82	1592
83	1561
84	1594
85	1529
86	1558
87	1476
88	1433
89	1531
90	1462
91	1554
92	1507
93	1427
94	1424
95	1426
96	1405
97	1391
98	1358
99	1404
100	1325
101	1333
102	1311
103	1261
104	1319
105	1251
106	1269
107	1281
108	1228
109	1180
110	1247
111	1157
112	1210
113	1269
114	1194
115	1176
116	1116
117	1125
118	1090
119	1134
120	1081
121	1067
122	1025
123	1057
124	1106
125	1141
126	1016
127	1100
128	1080
129	1051
130	1041
131	1064
132	1024
133	1031
134	1014
135	1011
136	1029
137	1031
138	1074
139	996
140	1017
141	1001
142	1008
143	1037
144	977
145	950
146	926
147	1020
148	1001
149	947
150	966
151	968
152	974
153	920
154	905
155	937
156	971
157	913
158	900
159	951
160	930
161	959
162	1008
163	965
164	872
165	935
166	967
167	909
168	941
169	914
170	974
171	895
172	911
173	943
174	873
175	884
176	902
177	877
178	837
179	804
180	764
181	741
182	756
183	684
184	746
185	635
186	592
187	562
188	559
189	538
190	500
191	463
192	430
193	401
194	409
195	391
196	385
197	330
198	330
199	284
200	321
201	297
202	282
203	298
204	277
205	295
206	279
207	257
208	258
209	264
210	272
211	304
212	285
213	307
214	352
215	344
216	423
217	430
218	395
219	453
220	472
221	527
222	564
223	617
224	645
225	747
226	699
227	793
228	901
229	967
230	1056
231	1172
232	1251
233	1305
234	1475
235	1610
236	1651
237	1790
238	1918
239	2061
240	2092
241	2279
242	2341
243	2530
244	2547
245	2691
246	2820
247	2922
248	2978
249	3092
250	3103
251	3113
252	3105
253	3105
254	3107
255	2868
256	2890
257	2853
258	2754
259	2731
260	2638
261	2327
262	2230
263	2079
264	2034
265	1721
266	1647
267	1485
268	1302
269	1158
270	1081
271	922
272	835
273	670
274	607
275	501
276	411
277	362
278	317
279	203
280	184
281	171
282	163
283	101
284	100
285	85
286	51
287	46
288	37
289	41
290	23
291	21
292	20
293	25
294	27
295	23
296	18
297	18
298	24
299	13
300	11
301	15
302	9
303	15
304	26
305	17
306	26
307	14
308	16
309	13
310	21
311	18
312	11
313	15
314	10
315	8
316	17
317	19
318	18
319	18
320	14
321	14
322	14
323	17
324	14
325	18
326	11
327	14
328	12
329	13
330	15
331	13
332	14
333	22
334	15
335	14
336	24
337	11
338	22
339	21
340	12
341	12
342	11
343	14
344	11
345	10
346	11
347	10
348	15
349	11
350	8
351	15
352	15
353	17
354	10
355	16
356	10
357	12
358	14
359	13
360	9
361	9
362	14
363	8
364	14
365	8
366	6
367	9
368	8
369	10
370	11
371	5
372	10
373	13
374	12
375	8
376	8
377	18
378	10
379	9
380	12
381	9
382	13
383	13
384	8
385	15
386	14
387	7
388	9
389	4
390	5
391	9
392	10
393	9
394	13
395	12
396	8
