Spectrum Name:	
Description:	
Student ID:	
Detector Used:	
Comments:	
Acquisition Mode:	PHA Amp.
High Voltage:	650
Conversion Gain:	1024
Coarse Gain:	8
Fine Gain:	1
ULD:	100.4%
LLD:	0.2%
Calibration Coefficients:	12.4706	2.36246	0.00078468
Channels used to calibrate:	198	463	622
Energies used to calibrate:	511	1274.5	1785.5
Real Time Elapsed:	1000.24
Live Time Elapsed:	80.24
Start Time:	15/03/2017 17:34:55
Stop Time:	15/03/2017 17:52:07

ROIs:
Number	Low	High	Gross	Net	FWHM	Centroid
0	13	37	229904	117592	-1	-1
1	64	124	246750	29997	30.2793	94.1308
2	294	382	252039	25608	41.5546	343.177
3	398	464	209690	49058	37.2932	429.749

Data:
0	310342
1	32693
2	12545
3	4252
4	4034
5	4300
6	4454
7	4566
8	4543
9	4589
10	4938
11	4870
12	5063
13	5321
14	5433
15	5368
16	8859
17	7840
18	9615
19	9196
20	3922
21	3904
22	4174
23	4513
24	6728
25	79237
26	23988
27	6330
28	5635
29	5481
30	5084
31	4853
32	4633
33	4425
34	4138
35	3771
36	3861
37	3595
38	3682
39	3546
40	3445
41	3540
42	3419
43	3583
44	3489
45	3410
46	3491
47	3435
48	3484
49	3593
50	3506
51	3472
52	3514
53	3523
54	3471
55	3492
56	3465
57	3484
58	3673
59	3468
60	3444
61	3586
62	3482
63	3403
64	3506
65	3516
66	3536
67	3441
68	3530
69	3538
70	3598
71	3542
72	3526
73	3586
74	3573
75	3584
76	3732
77	3723
78	3944
79	3811
80	3868
81	4022
82	4034
83	4151
84	4269
85	4271
86	4406
87	4515
88	4552
89	4558
90	4653
91	4538
92	4440
93	4706
94	4633
95	4502
96	4534
97	4489
98	4590
99	4389
100	4343
101	4453
102	4331
103	4242
104	4420
105	4280
106	4197
107	4268
108	4211
109	4099
110	4116
111	4051
112	3994
113	3979
114	3948
115	3882
116	3949
117	3913
118	3905
119	3822
120	3767
121	3667
122	3744
123	3725
124	3638
125	3532
126	3562
127	3520
128	3559
129	3392
130	3413
131	3310
132	3399
133	3390
134	3389
135	3250
136	3249
137	3249
138	3248
139	3312
140	3153
141	3200
142	3106
143	3016
144	3206
145	3055
146	3112
147	3023
148	2971
149	2831
150	3035
151	2942
152	3048
153	2997
154	2822
155	2856
156	2864
157	2791
158	2812
159	2863
160	2763
161	2806
162	2825
163	2768
164	2808
165	2692
166	2778
167	2760
168	2748
169	2720
170	2706
171	2666
172	2672
173	2717
174	2703
175	2675
176	2647
177	2656
178	2561
179	2621
180	2685
181	2724
182	2697
183	2683
184	2648
185	2644
186	2689
187	2627
188	2582
189	2644
190	2620
191	2713
192	2681
193	2596
194	2582
195	2593
196	2578
197	2563
198	2536
199	2583
200	2536
201	2657
202	2533
203	2615
204	2531
205	2574
206	2585
207	2507
208	2526
209	2566
210	2581
211	2541
212	2473
213	2424
214	2468
215	2553
216	2561
217	2452
218	2529
219	2509
220	2545
221	2485
222	2545
223	2571
224	2480
225	2443
226	2529
227	2584
228	2429
229	2414
230	2445
231	2534
232	2524
233	2556
234	2553
235	2574
236	2468
237	2515
238	2538
239	2582
240	2484
241	2454
242	2464
243	2619
244	2552
245	2529
246	2514
247	2616
248	2591
249	2529
250	2555
251	2644
252	2549
253	2623
254	2719
255	2557
256	2563
257	2604
258	2519
259	2636
260	2555
261	2522
262	2552
263	2484
264	2717
265	2540
266	2595
267	2632
268	2676
269	2641
270	2717
271	2608
272	2704
273	2701
274	2735
275	2754
276	2707
277	2736
278	2715
279	2671
280	2625
281	2680
282	2718
283	2669
284	2700
285	2742
286	2755
287	2828
288	2767
289	2743
290	2783
291	2709
292	2733
293	2815
294	2763
295	2833
296	2905
297	2772
298	2855
299	2926
300	2829
301	2828
302	2856
303	2872
304	2887
305	2908
306	2854
307	2972
308	2897
309	2885
310	2797
311	2872
312	2913
313	2949
314	2888
315	2926
316	2975
317	2905
318	2960
319	2939
320	3045
321	2949
322	2990
323	2997
324	2848
325	3032
326	3017
327	2891
328	3061
329	2996
330	3039
331	3114
332	3006
333	3109
334	3039
335	3057
336	2998
337	3179
338	3007
339	3054
340	3008
341	2884
342	3102
343	3016
344	3058
345	3072
346	2977
