Spectrum Name:	
Description:	
Student ID:	
Detector Used:	
Comments:	
Acquisition Mode:	PHA Amp.
High Voltage:	650
Conversion Gain:	1024
Coarse Gain:	8
Fine Gain:	1
ULD:	100.4%
LLD:	0.2%
Calibration Coefficients:	12.4706	2.36246	0.00078468
Channels used to calibrate:	198	463	622
Energies used to calibrate:	511	1274.5	1785.5
Real Time Elapsed:	2745.92
Live Time Elapsed:	189.81
Start Time:	22/03/2017 15:32:46
Stop Time:	22/03/2017 16:18:33

ROIs:
Number	Low	High	Gross	Net	FWHM	Centroid
0	11	37	1235167	591915	-1	-1
1	54	98	1006110	121343	23.81	76.5479
2	161	239	1837606	1464318	27.4554	199.02
3	329	415	259457	37071	44.6958	377.505
4	421	509	278699	167983	42.0786	464.193
5	591	659	16397	6599	31.4058	625.947

Data:
0	979251
1	94899
2	48071
3	23704
4	23437
5	24357
6	25214
7	25816
8	26390
9	27142
10	27461
11	27698
12	28771
13	30033
14	30007
15	38656
16	43239
17	45754
18	52064
19	26602
20	20173
21	20982
22	21981
23	48327
24	218925
25	272640
26	41033
27	29602
28	28894
29	28088
30	26888
31	25332
32	24306
33	22918
34	21732
35	20678
36	20215
37	19629
38	19171
39	18661
40	18659
41	18750
42	18578
43	18699
44	18469
45	18483
46	18352
47	18371
48	18238
49	18697
50	18725
51	18695
52	18793
53	18566
54	18510
55	18691
56	18672
57	18855
58	18939
59	19386
60	19179
61	19673
62	19884
63	20242
64	20758
65	21275
66	21778
67	22149
68	22941
69	23564
70	23894
71	24078
72	24511
73	25201
74	24795
75	25030
76	25208
77	25104
78	24889
79	24772
80	25011
81	24642
82	24339
83	24261
84	23943
85	23651
86	23706
87	23274
88	23334
89	22961
90	22607
91	22498
92	22081
93	21646
94	21485
95	21650
96	21130
97	21093
98	20820
99	20289
100	20380
101	19586
102	19553
103	19585
104	19148
105	18925
106	18767
107	18563
108	18152
109	18155
110	17697
111	17621
112	17317
113	17396
114	17164
115	17271
116	16835
117	16810
118	16947
119	16988
120	16520
121	16555
122	16254
123	16364
124	15915
125	15893
126	15725
127	15389
128	15113
129	14454
130	14181
131	13806
132	13218
133	12615
134	12222
135	11525
136	11135
137	10565
138	10214
139	9724
140	9102
141	8926
142	8406
143	8059
144	7540
145	7324
146	7115
147	7012
148	6900
149	6563
150	6389
151	6423
152	6400
153	6253
154	6231
155	6142
156	6150
157	6155
158	6214
159	6196
160	6247
161	6433
162	6634
163	6798
164	7057
165	7417
166	7600
167	8123
168	8488
169	8688
170	9375
171	9753
172	10571
173	11425
174	11931
175	12824
176	14226
177	15287
178	16711
179	17997
180	19591
181	21677
182	23322
183	25341
184	27526
185	29987
186	32632
187	35016
188	37342
189	40259
190	42465
191	45333
192	47601
193	49844
194	52054
195	53397
196	54774
197	56089
198	57328
199	57459
200	57788
201	57330
202	56208
203	54858
204	53284
205	50850
206	48520
207	45250
208	42445
209	39618
210	36245
211	32916
212	30026
213	26711
214	23612
215	20862
216	18390
217	15869
218	13937
219	12021
220	10236
221	9105
222	7861
223	6838
224	6142
225	5375
226	4837
227	4454
228	4002
229	3756
230	3577
231	3489
232	3332
233	3250
234	3085
235	3116
236	3010
237	2982
238	3027
239	3017
240	2993
241	2918
242	2984
243	3009
244	3027
245	3019
246	2972
247	2990
248	3145
249	2997
250	2958
251	3028
252	3043
253	3032
254	2973
255	3036
256	3086
257	3029
258	3010
259	2889
260	3028
261	3050
262	3052
263	3092
264	3082
265	3239
266	3145
267	3117
268	3068
269	3142
270	3052
271	3217
272	3184
273	3152
274	3107
275	3035
276	3117
277	3146
278	3107
279	3092
280	3183
281	3191
282	3121
283	3055
284	3078
285	3112
286	3101
287	3137
288	3095
289	3152
290	3113
291	3089
292	3066
293	3144
294	3115
295	3186
296	3063
297	3103
298	3171
299	3179
300	3158
301	3085
302	3224
303	3137
304	3270
305	3162
306	3210
307	3246
308	3155
309	3159
310	3127
311	3136
312	3153
313	3067
314	3229
315	3058
316	3244
317	3228
318	3124
319	3195
320	3127
321	3133
322	3138
323	3211
324	3281
325	3216
326	3287
327	3184
328	3221
329	3197
330	3234
331	3297
332	3211
333	3181
334	3317
335	3204
336	3305
337	3264
